RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1946,15001946,Martinez,830,Germany,Female,69,2,181135.95,4,0,0,131459.02,0
1947,15001947,Davis,705,France,Male,64,0,25259.63,2,1,0,30839.97,0
1948,15001948,Miller,417,Germany,Male,63,3,87025.4,2,0,0,23487.74,0
1949,15001949,Williams,583,Germany,Female,18,4,177108.35,2,0,0,142962.65,1
1950,15001950,Brown,661,Spain,Male,61,6,27174.63,4,0,1,83880.22,1
1951,15001951,Davis,786,France,Female,58,5,168796.42,4,0,1,42120.15,0
1952,15001952,Davis,723,Germany,Female,62,9,60852.05,1,1,1,79194.22,1
1953,15001953,Williams,745,Spain,Female,45,5,53624.32,1,1,1,12223.27,1
1954,15001954,Williams,485,Spain,Male,47,7,42659.35,4,1,0,131064.4,0
1955,15001955,Jones,407,Germany,Male,26,3,29490.09,1,1,1,137499.14,1
1956,15001956,Miller,707,Spain,Female,19,5,23939.52,4,0,0,116206.94,1
1957,15001957,Martinez,649,Germany,Female,34,0,151062.58,4,1,1,78885.97,0
1958,15001958,Martinez,592,Spain,Male,65,7,18206.16,2,0,1,71031.5,1
1959,15001959,Davis,555,France,Female,66,8,98453.17,2,0,0,48327.44,0
1960,15001960,Brown,636,Germany,Male,55,8,31184.69,4,1,0,99585.31,1
1961,15001961,Davis,488,Spain,Male,43,1,31311.33,4,0,1,135924.01,0
1962,15001962,Davis,557,Germany,Female,28,1,30960.11,3,0,0,87679.62,1
1963,15001963,Rodriguez,733,Spain,Female,54,5,35858.29,1,1,0,61704.45,1
1964,15001964,Rodriguez,563,Germany,Male,49,7,177539.44,3,1,1,106463.27,1
1965,15001965,Johnson,705,France,Female,55,2,17409.58,1,1,0,114436.33,0
1966,15001966,Martinez,639,Germany,Male,68,7,2817.06,4,0,1,31814.39,0
1967,15001967,Jones,481,Germany,Female,50,10,24759.54,1,0,0,68385.41,0
1968,15001968,Rodriguez,555,Germany,Female,37,2,122317.59,3,1,0,31240.28,1
1969,15001969,Miller,358,France,Female,60,7,110135.97,2,0,0,18027.61,0
1970,15001970,Jones,583,Germany,Male,70,2,135438.56,2,1,0,127789.17,0
1971,15001971,Williams,796,Spain,Female,55,1,50661.65,1,0,1,126877.58,0
1972,15001972,Williams,751,Spain,Female,60,2,144394.49,1,1,0,148482.03,0
1973,15001973,Johnson,775,Germany,Male,69,10,185898.02,4,1,0,58610.71,0
1974,15001974,Williams,587,Spain,Male,63,10,33952.19,1,1,1,85515.06,1
1975,15001975,Williams,815,France,Female,44,4,23568.86,4,0,0,89324.01,0
1976,15001976,Johnson,501,France,Female,44,3,100723.81,3,0,0,28551.43,1
1977,15001977,Johnson,411,France,Female,38,1,88586.12,4,0,1,149743.31,1
1978,15001978,Miller,372,France,Male,33,8,151160.61,2,0,0,134744.36,1
1979,15001979,Smith,509,Germany,Male,62,8,127180.43,4,1,0,103328.01,1
1980,15001980,Johnson,605,France,Female,38,10,192441.51,1,0,1,74782.6,1
1981,15001981,Brown,462,France,Female,59,8,79524.56,1,1,1,147320.3,1
1982,15001982,Davis,623,France,Male,62,7,12130.38,1,0,0,10467.89,0
1983,15001983,Brown,839,Spain,Male,18,3,191275.47,3,0,1,58216.84,1
1984,15001984,Rodriguez,531,Germany,Female,38,1,195119.05,4,0,0,112047.88,0
1985,15001985,Johnson,618,Spain,Male,70,6,109802.88,4,0,0,106016.63,0
1986,15001986,Martinez,733,Germany,Male,54,4,90445.27,2,0,0,73378.39,0
1987,15001987,Davis,696,Spain,Male,61,9,83106.08,4,0,1,141827.66,1
1988,15001988,Williams,602,Spain,Male,61,7,25307.74,3,0,1,78358.71,0
1989,15001989,Davis,369,Spain,Male,68,1,112141.11,3,0,0,18658.78,0
1990,15001990,Johnson,641,Spain,Female,36,9,161047.82,1,1,1,117299.76,1
1991,15001991,Brown,848,Germany,Male,33,9,91690.59,3,0,1,24721.53,1
1992,15001992,Johnson,519,Germany,Female,19,9,155193.71,1,0,0,22868.25,0
1993,15001993,Jones,786,Spain,Female,42,2,193008.96,3,1,1,147761.89,0
1994,15001994,Jones,433,Germany,Male,56,10,15263.92,4,0,1,118708.91,0
1995,15001995,Martinez,461,Germany,Female,67,10,31123.25,3,1,0,36346.74,1
1996,15001996,Garcia,532,Spain,Female,30,5,140294.53,1,0,0,109768.34,0
1997,15001997,Martinez,719,Spain,Female,56,8,171219.35,4,1,1,36751.89,1
1998,15001998,Rodriguez,769,Germany,Female,38,9,44644.76,3,1,0,37749.94,0
1999,15001999,Garcia,391,Germany,Male,60,8,195527.13,1,0,1,144406.47,1
2000,15002000,Miller,665,Germany,Male,28,7,177324.78,2,1,0,96199.9,1
2001,15002001,Rodriguez,835,France,Female,66,5,23391.84,4,0,0,110056.48,1
2002,15002002,Williams,698,Germany,Male,44,4,49615.29,1,1,0,90099.18,0
2003,15002003,Miller,671,Germany,Male,70,0,44905.66,3,0,1,67746.52,0
2004,15002004,Martinez,428,Germany,Male,31,9,69720.08,3,0,1,109262.08,0
2005,15002005,Miller,842,Spain,Male,27,3,139860.46,2,1,1,41789.25,0
2006,15002006,Rodriguez,822,Germany,Female,21,8,76917.02,2,1,1,30356.48,0
2007,15002007,Davis,359,Spain,Female,40,1,13872.62,3,0,1,55640.16,1
2008,15002008,Martinez,693,Spain,Female,64,10,139283.21,1,1,1,119343.13,1
2009,15002009,Martinez,671,France,Female,64,10,172615.82,4,1,0,129896.19,0
2010,15002010,Johnson,381,France,Female,54,3,60652.37,1,1,1,62851.42,0
2011,15002011,Martinez,663,Spain,Female,25,3,156882.15,4,0,0,25379.38,1
2012,15002012,Jones,686,France,Male,67,9,33879.36,2,1,0,103376.69,0
2013,15002013,Rodriguez,838,France,Female,37,9,25517.34,4,0,1,69373.91,0
2014,15002014,Martinez,460,France,Female,57,9,35577.27,2,0,1,12432.59,1
2015,15002015,Miller,521,France,Female,55,3,141120.53,1,1,1,90426.87,0
2016,15002016,Martinez,547,Germany,Male,34,1,16791.03,3,0,0,61415.32,0
2017,15002017,Rodriguez,413,Germany,Female,37,8,69695.54,1,0,1,36226.92,1
2018,15002018,Jones,594,Spain,Male,46,9,144226.27,3,1,0,48906.29,1
2019,15002019,Brown,835,France,Male,59,5,172406.63,1,0,0,100893.21,1
2020,15002020,Jones,371,Spain,Female,26,8,125903.82,1,0,0,86145.05,0
2021,15002021,Garcia,689,France,Female,42,0,40088.71,1,1,1,29079.06,1
2022,15002022,Garcia,667,France,Male,55,7,79174.2,2,0,0,97126.66,1
2023,15002023,Rodriguez,848,Spain,Female,30,6,20832.89,4,1,1,90917.49,1
2024,15002024,Williams,689,Spain,Female,58,5,139217,3,1,0,144493.57,0
2025,15002025,Miller,409,Spain,Male,24,5,173493.55,1,0,0,100475.48,0
2026,15002026,Jones,395,France,Male,49,9,159125.95,4,0,0,115094.09,1
2027,15002027,Brown,798,France,Female,35,7,120706.57,3,0,1,33111.03,0
2028,15002028,Johnson,736,Spain,Female,22,10,144706.1,4,1,1,33322.43,0
2029,15002029,Rodriguez,493,France,Female,63,5,59220.47,1,1,0,92710.14,0
2030,15002030,Jones,368,Germany,Male,40,1,64101.4,1,1,1,132899.68,1
2031,15002031,Smith,420,Germany,Male,62,2,137055.55,2,1,1,121571.68,1
2032,15002032,Smith,464,Spain,Female,43,1,111859.41,1,0,1,126542.06,0
2033,15002033,Brown,396,Germany,Male,61,6,159777.28,2,1,0,98838.36,0
2034,15002034,Johnson,412,Germany,Female,68,6,93740.77,3,1,1,139150.57,0
2035,15002035,Williams,705,Germany,Female,38,4,72261.8,4,0,1,146608.05,0
2036,15002036,Rodriguez,369,Germany,Male,48,6,97259.19,4,0,1,101718.32,0
2037,15002037,Brown,388,Germany,Male,28,6,50969.73,2,0,1,54127.14,1
2038,15002038,Jones,586,Germany,Male,24,4,43406.66,2,0,1,56756.45,0
2039,15002039,Jones,797,Spain,Male,59,6,48933.01,1,1,0,113355.05,1
2040,15002040,Smith,660,Spain,Male,25,10,153365.05,1,0,1,101223.6,1
2041,15002041,Smith,621,Spain,Female,70,5,189414.55,2,1,0,129119.51,0
2042,15002042,Davis,720,France,Female,62,1,159205.99,3,0,0,67194.58,1
2043,15002043,Miller,725,France,Female,49,9,79578.96,2,1,0,53380.06,0
2044,15002044,Brown,593,Spain,Male,48,0,148931.39,3,0,0,140859.79,0
2045,15002045,Smith,521,Spain,Male,60,1,183877.37,3,1,0,107728.09,0
2046,15002046,Jones,428,Spain,Female,55,4,48042.56,2,1,0,65710.28,1
2047,15002047,Smith,518,Spain,Male,40,4,63365.58,3,0,0,39203.61,1
2048,15002048,Johnson,827,France,Female,40,10,104623.18,3,0,0,127488.92,1
2049,15002049,Martinez,743,France,Male,29,2,92965.5,4,1,0,120910.02,0
2050,15002050,Davis,611,France,Male,65,2,51733,2,1,1,144086.23,0
2051,15002051,Johnson,709,Spain,Female,46,3,159556.86,3,1,1,50924.06,0
2052,15002052,Garcia,527,Spain,Male,62,1,119833.76,4,1,1,116373.07,1
2053,15002053,Brown,731,France,Male,27,1,135888.43,4,1,1,70912.16,0
2054,15002054,Rodriguez,712,France,Male,60,9,108861.78,2,0,0,118369.98,1
2055,15002055,Smith,751,Germany,Female,70,6,194658.63,2,1,0,29602.33,0
2056,15002056,Martinez,439,Germany,Female,56,1,5791.51,3,0,0,25405.11,1
2057,15002057,Williams,481,France,Male,48,5,111307.49,3,1,0,83672.46,1
2058,15002058,Davis,469,Spain,Female,63,5,188588.48,4,0,1,122989.96,0
2059,15002059,Rodriguez,520,Spain,Female,30,8,29890.48,2,1,0,134152.6,1
2060,15002060,Williams,767,Germany,Male,42,8,74406.3,3,1,0,37368.22,1
2061,15002061,Williams,709,Germany,Female,28,0,30944.17,3,1,1,85301.47,1
2062,15002062,Davis,614,France,Female,27,0,104970.8,4,1,0,74118.07,1
2063,15002063,Miller,593,Spain,Female,54,2,199995.52,2,0,1,105036.31,0
2064,15002064,Brown,498,Spain,Male,37,0,11449.21,2,1,0,115414.63,1
2065,15002065,Rodriguez,440,Germany,Female,35,9,71660.84,1,1,0,120690.05,1
2066,15002066,Jones,826,France,Female,58,7,61648.5,2,0,1,17025.65,1
2067,15002067,Jones,390,Germany,Male,37,9,114584.08,2,1,1,57231.03,0
2068,15002068,Garcia,664,Germany,Female,69,1,6953.29,2,0,1,143030.85,0
2069,15002069,Brown,597,France,Female,32,3,99529.47,4,0,0,33963.92,1
2070,15002070,Davis,518,Spain,Male,18,10,32052.09,2,0,1,77833.4,0
2071,15002071,Martinez,496,Germany,Male,46,9,128231.41,1,1,0,136114.42,1
2072,15002072,Jones,373,France,Male,69,7,47888.61,1,1,1,102204.1,0
2073,15002073,Garcia,391,Spain,Female,39,9,147316.35,1,1,1,45588.72,0
2074,15002074,Williams,714,France,Female,27,2,91170.46,2,0,1,25431.41,0
2075,15002075,Garcia,823,Spain,Female,62,4,169634.59,2,1,1,148489.22,1
2076,15002076,Garcia,390,Spain,Female,18,1,37460.09,2,1,1,77383.46,0
2077,15002077,Williams,691,Spain,Male,22,0,164982.48,1,1,0,119206.64,0
2078,15002078,Johnson,408,France,Male,60,9,114378.66,3,0,0,142844.28,1
2079,15002079,Smith,470,Germany,Male,53,0,40720.45,3,1,1,120225.15,0
2080,15002080,Martinez,557,France,Male,56,2,124820.06,4,1,0,78575.92,0
2081,15002081,Williams,362,Spain,Male,30,10,192553.51,1,0,1,95612.87,0
2082,15002082,Johnson,505,Germany,Male,58,3,10567.16,2,1,1,31641.93,1
2083,15002083,Jones,544,France,Female,70,2,196834.71,4,0,0,138349.47,0
2084,15002084,Brown,624,Germany,Female,47,8,83999.54,2,0,1,146871.35,1
2085,15002085,Miller,650,Spain,Female,49,10,151891.57,2,0,0,115270.62,1
2086,15002086,Davis,460,Germany,Female,25,6,180118.31,4,0,1,84644.01,0
2087,15002087,Jones,359,Germany,Male,36,10,198076.84,4,1,0,135326.89,1
2088,15002088,Davis,535,France,Male,41,4,94722.13,3,1,1,132836.79,1
2089,15002089,Johnson,628,Germany,Male,35,9,63439.83,3,0,1,133574.92,0
2090,15002090,Williams,436,France,Male,40,7,87239.51,2,1,1,82293.32,0
2091,15002091,Martinez,780,Germany,Male,50,3,84356.13,3,1,0,68890.73,1
2092,15002092,Davis,401,France,Female,19,9,61991.48,2,1,1,98679.14,1
2093,15002093,Rodriguez,606,Germany,Female,42,1,13332.46,1,0,0,103849.71,0
2094,15002094,Rodriguez,684,Germany,Female,49,6,29139.77,1,1,0,141046.31,0
2095,15002095,Smith,468,France,Female,38,3,128913.19,4,0,1,104745.86,0
2096,15002096,Garcia,535,France,Male,38,3,61457.36,3,1,0,133301.21,0
2097,15002097,Miller,447,France,Female,22,5,16391.47,3,1,1,113215.09,1
2098,15002098,Rodriguez,619,Germany,Male,18,9,74102.91,1,1,0,93827.31,0
2099,15002099,Rodriguez,817,Spain,Male,46,8,6826.37,4,1,0,148490.99,0
2100,15002100,Smith,690,France,Female,31,7,55422.63,2,1,1,98142.59,0
2101,15002101,Rodriguez,458,Spain,Female,56,2,96450.44,1,0,0,94544.67,0
2102,15002102,Johnson,759,France,Male,29,3,165349.77,4,0,0,26644.43,0
2103,15002103,Martinez,541,France,Male,39,1,98928.49,2,0,0,14734.34,1
2104,15002104,Rodriguez,449,Spain,Female,62,9,80607.54,3,1,0,140575.1,1
2105,15002105,Garcia,602,France,Female,42,10,59971.95,4,0,0,65488.18,1
2106,15002106,Rodriguez,424,Germany,Male,66,3,5653.82,1,1,1,68855.06,1
2107,15002107,Garcia,480,France,Male,28,1,138889.06,4,1,1,131962.02,1
2108,15002108,Brown,432,France,Male,45,3,71610.61,4,0,0,112366.93,1
2109,15002109,Williams,377,Germany,Male,60,8,173048.82,3,0,1,94980.8,0
2110,15002110,Martinez,645,Spain,Male,26,8,185862.6,1,1,0,124060.91,0
2111,15002111,Jones,524,France,Female,59,0,143529.96,1,0,1,127839.31,1
2112,15002112,Martinez,362,France,Female,18,8,44244.17,1,1,1,53812.49,1
2113,15002113,Garcia,551,France,Female,57,3,158839.09,3,0,1,51398.93,0
2114,15002114,Davis,625,Germany,Female,52,9,193387.78,1,0,0,93085.87,1
2115,15002115,Smith,642,Germany,Male,28,0,154773.8,3,1,1,31132.74,0
2116,15002116,Martinez,732,Germany,Male,42,8,97928.51,2,0,1,36735.77,0
2117,15002117,Davis,469,France,Male,56,8,174233.76,4,0,0,28251.5,0
2118,15002118,Smith,546,France,Female,43,6,153781.65,4,1,0,126716.24,0
2119,15002119,Davis,439,Spain,Female,48,6,81866.62,2,1,1,47328.44,1
2120,15002120,Martinez,768,France,Female,44,10,181448.13,2,1,0,91013.56,1
2121,15002121,Brown,698,Germany,Female,59,1,160902.88,3,0,1,11160.96,0
2122,15002122,Martinez,535,Germany,Female,64,5,103674.31,1,0,0,141885.14,0
2123,15002123,Garcia,625,Spain,Male,29,0,88918.01,1,0,1,121905.13,0
2124,15002124,Jones,353,Spain,Male,36,8,171168.55,2,0,0,85286.73,0
2125,15002125,Brown,481,Spain,Male,63,2,44264.57,1,1,1,111625.72,1
2126,15002126,Davis,587,Germany,Male,66,0,178756.66,3,0,0,131584.7,1
2127,15002127,Miller,834,Spain,Female,54,2,30982.33,1,1,0,55704.08,1
2128,15002128,Williams,545,Spain,Male,60,7,3823.94,1,0,1,107331.35,0
2129,15002129,Smith,589,Spain,Male,59,9,94288.26,4,0,1,64193.35,0
2130,15002130,Martinez,427,Germany,Female,56,10,39440.6,2,1,0,130676.14,1
2131,15002131,Garcia,622,Spain,Male,65,9,173548.83,1,1,0,106147.18,1
2132,15002132,Miller,485,Spain,Female,59,4,39756.95,2,0,0,74186.47,1
2133,15002133,Rodriguez,365,Spain,Female,55,9,131897.11,1,0,1,50216.03,0
2134,15002134,Jones,783,France,Male,52,9,158698.73,1,0,0,82922.29,0
2135,15002135,Garcia,607,Spain,Female,56,1,89116.44,1,1,1,124008,1
2136,15002136,Williams,435,Spain,Male,51,3,130179.94,4,0,0,14974.92,0
2137,15002137,Williams,532,France,Female,45,8,109677.78,2,1,1,82500.61,0
2138,15002138,Jones,599,Germany,Male,70,0,38320.09,4,1,1,137940.1,0
2139,15002139,Williams,409,Spain,Female,65,5,21564.4,3,1,1,88016.15,0
2140,15002140,Rodriguez,823,Spain,Male,37,6,5591.02,4,1,1,21109.29,1
2141,15002141,Williams,645,Germany,Female,59,9,114037.1,4,1,1,140843.06,1
2142,15002142,Jones,591,Germany,Male,46,1,185405.91,1,0,0,136888.03,1
2143,15002143,Miller,589,Spain,Male,47,7,117217.78,4,1,1,53980.94,1
2144,15002144,Martinez,487,Germany,Male,22,8,149649.78,2,0,1,98283.13,0
2145,15002145,Davis,768,Germany,Male,59,0,55357.99,2,1,1,132889.25,0
2146,15002146,Garcia,843,Germany,Female,52,5,19258.38,4,0,0,25061.72,1
2147,15002147,Brown,729,France,Male,18,3,133530.13,4,0,0,71292.37,0
2148,15002148,Martinez,382,Spain,Female,56,8,179531.29,1,1,1,11733.97,0
2149,15002149,Rodriguez,623,France,Female,68,7,64113.44,1,0,0,81477.34,1
2150,15002150,Jones,415,France,Female,18,4,192259.83,4,1,1,99663.53,1
2151,15002151,Jones,816,Spain,Female,63,9,82864.2,4,0,1,18951.89,0
2152,15002152,Williams,507,Spain,Female,52,6,4676.68,4,0,1,83297.76,1
2153,15002153,Miller,418,Germany,Female,27,9,111474.01,3,1,0,30861.99,0
2154,15002154,Jones,483,Germany,Female,51,1,4278.01,1,0,1,29018.61,0
2155,15002155,Davis,377,France,Male,22,0,169270.67,2,0,1,146525.31,1
2156,15002156,Williams,381,Spain,Male,53,4,78154.48,1,0,0,130533.68,1
2157,15002157,Garcia,419,France,Female,25,0,188602.02,1,1,0,92643.17,0
2158,15002158,Rodriguez,765,Germany,Female,36,2,182076.08,3,1,1,148211.07,1
2159,15002159,Davis,845,Spain,Female,56,2,45893.42,2,1,1,12107.04,1
2160,15002160,Davis,610,France,Female,26,10,108075.35,1,1,0,116689.77,1
2161,15002161,Miller,545,Spain,Male,54,8,73202.73,2,1,0,39166.46,0
2162,15002162,Garcia,795,Germany,Female,46,2,105952.24,4,0,0,29977.77,1
2163,15002163,Brown,737,Germany,Female,49,5,45444.56,3,0,1,40929.16,0
2164,15002164,Brown,500,Spain,Female,40,10,42402.07,4,0,1,106196.36,1
2165,15002165,Jones,370,Spain,Male,49,0,15088.45,4,1,1,74434.72,1
2166,15002166,Smith,567,Germany,Female,63,6,160336.08,3,0,0,141660.31,0
2167,15002167,Johnson,574,Spain,Female,23,2,151898.15,2,0,0,115348.08,1
2168,15002168,Martinez,622,Germany,Male,62,7,131927.8,4,1,1,114601.6,0
2169,15002169,Miller,370,Spain,Female,68,6,9221.84,1,0,0,85692.93,0
2170,15002170,Brown,622,Spain,Female,41,10,45332.5,3,1,1,65004.73,1
2171,15002171,Williams,535,Germany,Male,18,7,42012.2,4,0,0,114518.58,0
2172,15002172,Garcia,775,Germany,Male,48,10,195748.96,1,1,0,117637.53,0
2173,15002173,Rodriguez,748,Germany,Female,25,2,35958.48,1,1,1,105803.33,1
2174,15002174,Miller,707,Spain,Female,19,1,25637.64,3,0,0,141382.37,0
2175,15002175,Miller,746,France,Male,18,4,80039.52,1,1,1,65262.88,0
2176,15002176,Brown,641,France,Female,68,9,80826.65,3,1,1,121072.19,0
2177,15002177,Brown,686,France,Female,29,5,40439.9,2,1,0,67236.57,1
2178,15002178,Davis,782,Germany,Female,38,1,55973.26,2,0,1,136191.54,1
2179,15002179,Smith,702,Germany,Female,69,5,117735.27,2,1,1,124820.15,1
2180,15002180,Jones,648,Germany,Male,54,5,56871.91,1,1,0,73386.13,1
2181,15002181,Jones,708,Germany,Male,63,3,160335.8,4,0,0,122135.51,0
2182,15002182,Smith,512,France,Male,53,10,110223.11,3,0,0,72299.83,0
2183,15002183,Williams,783,France,Female,19,3,115333.03,3,1,0,33188.6,0
2184,15002184,Brown,805,France,Female,63,3,168393.7,2,1,1,71598.12,0
2185,15002185,Williams,442,Germany,Female,64,6,16479.01,3,1,0,140068.07,1
2186,15002186,Miller,434,Germany,Male,57,4,122394.28,2,0,0,19934.68,0
2187,15002187,Johnson,398,Germany,Female,20,8,80357.62,2,0,0,116659,1
2188,15002188,Miller,609,Spain,Female,52,1,33126.18,1,1,0,18300.35,0
2189,15002189,Davis,448,Germany,Male,54,1,97239.51,1,0,1,127076.85,0
2190,15002190,Johnson,540,France,Female,49,8,176704.19,4,1,1,87161.3,0
2191,15002191,Garcia,695,France,Male,64,6,105217.56,2,0,0,74819.05,1
2192,15002192,Rodriguez,380,France,Female,37,3,72010.08,3,0,0,64510.03,1
2193,15002193,Williams,726,Germany,Female,51,9,193157.83,2,0,1,88056.68,0
2194,15002194,Smith,634,Germany,Female,21,5,61053.2,1,0,0,73626,0
2195,15002195,Jones,759,Germany,Male,18,4,197492.51,1,0,0,29195.75,0
2196,15002196,Jones,397,Germany,Female,58,5,171797.07,3,0,0,85619.19,1
2197,15002197,Smith,678,Spain,Female,20,1,7750.18,1,1,1,40921.3,1
2198,15002198,Davis,425,France,Female,46,10,92551.57,2,1,1,15580.65,1
2199,15002199,Jones,702,Spain,Female,64,7,77035.93,3,0,1,57952.62,0
2200,15002200,Williams,747,Germany,Male,42,1,69025.73,2,0,0,141894.85,0
2201,15002201,Davis,396,France,Male,59,7,59155.96,4,1,0,129145.81,1
2202,15002202,Johnson,750,Germany,Female,25,2,101427.37,4,1,0,30592.07,0
2203,15002203,Miller,657,Spain,Male,68,8,137871.19,1,0,0,143774.5,1
2204,15002204,Davis,714,Spain,Male,22,3,54040.44,2,0,1,123261.79,0
2205,15002205,Miller,418,France,Female,20,6,166801.93,4,1,0,104621.22,0
2206,15002206,Davis,682,Germany,Female,31,5,192731.79,1,1,1,28010.56,1
2207,15002207,Smith,552,Spain,Female,67,2,151611.41,4,1,1,96395.34,0
2208,15002208,Smith,491,Germany,Female,36,10,173027.52,2,1,0,48840.48,0
2209,15002209,Martinez,689,Spain,Male,48,3,13148.16,1,1,0,130771.99,1
2210,15002210,Davis,445,Spain,Male,30,5,136781.36,3,0,1,41615.28,1
2211,15002211,Davis,695,Spain,Female,62,7,184436.06,2,1,0,40258.98,1
2212,15002212,Smith,842,Spain,Female,60,4,170214.85,3,0,1,46105.91,0
2213,15002213,Davis,819,Germany,Male,30,1,174312.15,2,0,0,118754.46,0
2214,15002214,Martinez,453,France,Female,18,5,68796.17,3,1,0,67025.22,0
2215,15002215,Davis,373,France,Male,59,8,31955.53,4,0,1,13248.47,1
2216,15002216,Miller,713,France,Male,63,4,147430.56,2,1,0,51640.44,0
2217,15002217,Brown,453,Spain,Male,54,5,22335.61,1,1,1,55428.3,1
2218,15002218,Martinez,446,Spain,Female,51,0,56819.85,1,1,1,10832.81,1
2219,15002219,Garcia,705,Spain,Male,61,4,166168.53,1,0,0,59580.49,0
2220,15002220,Brown,409,Spain,Female,26,6,28477.91,1,0,1,84911.28,0
2221,15002221,Johnson,623,France,Female,22,4,55326.84,1,0,0,27319.61,1
2222,15002222,Garcia,732,France,Male,47,4,91829.14,1,0,1,57748,0
2223,15002223,Smith,396,Spain,Female,23,3,35048.09,2,1,0,56618.27,0
2224,15002224,Johnson,528,France,Female,70,6,140306.83,2,1,0,30498.47,0
2225,15002225,Smith,363,France,Male,63,10,90982.16,3,1,1,127239.63,0
2226,15002226,Williams,619,France,Male,26,1,119966.19,3,1,0,71307.21,0
2227,15002227,Martinez,474,Spain,Male,34,10,152327.49,3,0,0,46159.65,0
2228,15002228,Miller,533,Germany,Male,38,9,25077.4,2,0,0,88541.1,1
2229,15002229,Davis,840,France,Female,19,9,165329.63,1,0,1,76051.34,0
2230,15002230,Brown,474,Spain,Female,33,8,101371.46,3,1,1,108685.6,1
2231,15002231,Davis,469,France,Female,60,6,14734.47,3,1,0,138879.94,0
2232,15002232,Williams,703,Spain,Female,48,8,177359.89,3,0,0,142318.2,1
2233,15002233,Johnson,707,Germany,Male,50,3,114515.67,3,0,0,116405.88,1
2234,15002234,Miller,731,Germany,Female,20,5,117726.13,3,1,0,64865.57,1
2235,15002235,Brown,773,Spain,Female,49,7,119466.72,4,0,1,30125.58,0
2236,15002236,Davis,480,Spain,Male,46,0,1175.21,2,1,1,19693.47,1
2237,15002237,Garcia,663,Spain,Male,53,7,181471.41,1,1,0,89752.09,1
2238,15002238,Martinez,472,Germany,Female,41,1,143809.78,1,1,0,53798.33,0
2239,15002239,Garcia,468,Germany,Male,27,8,179910.13,2,1,1,42545.87,1
2240,15002240,Miller,626,Spain,Female,67,3,150513.2,2,0,0,126978.46,0
2241,15002241,Williams,577,Spain,Female,52,9,124530.93,2,1,1,86961.66,0
2242,15002242,Martinez,546,Germany,Male,54,8,83946.04,4,0,1,141178.94,0
2243,15002243,Brown,799,Spain,Male,46,10,237.85,1,1,0,67383.2,1
2244,15002244,Jones,830,Spain,Female,54,0,13526.16,1,1,0,50165.85,0
2245,15002245,Martinez,793,Germany,Male,62,2,145554.62,4,1,0,112673.61,1
2246,15002246,Johnson,607,Spain,Male,52,8,112477.92,1,0,1,40534.14,1
2247,15002247,Smith,805,France,Male,66,9,196375.35,4,0,0,39412.58,1
2248,15002248,Miller,786,France,Male,53,2,14097.54,2,1,1,32429.59,0
2249,15002249,Garcia,811,Spain,Male,29,0,116502.19,2,1,0,121175.51,0
2250,15002250,Smith,569,Germany,Female,39,10,134979.96,4,1,0,48304.64,1
2251,15002251,Johnson,787,Germany,Male,19,1,146115.23,4,1,0,65636.78,0
2252,15002252,Miller,460,France,Male,18,4,118530.48,3,0,0,84432.8,0
2253,15002253,Williams,439,France,Male,56,10,54528.58,3,1,1,119504.08,0
2254,15002254,Martinez,794,Spain,Female,40,5,12943.64,2,1,0,11808.03,0
2255,15002255,Davis,639,France,Male,21,3,159522.53,2,1,1,78276,1
2256,15002256,Johnson,669,France,Female,31,10,107103.94,2,0,0,126121.24,0
2257,15002257,Garcia,365,Germany,Male,63,1,10975.15,4,1,0,66415.01,1
2258,15002258,Jones,799,Germany,Male,57,3,10427.55,2,1,1,31835.76,0
2259,15002259,Miller,590,France,Male,42,10,1220.14,1,0,0,24582.25,0
2260,15002260,Garcia,694,Spain,Male,48,3,96976.74,3,1,1,17419.79,1
2261,15002261,Johnson,830,France,Female,25,3,102999.79,2,0,1,67551.77,1
2262,15002262,Smith,698,Spain,Female,51,7,158452.52,2,1,1,143853.79,0
2263,15002263,Rodriguez,352,Germany,Male,47,10,51422.47,4,0,0,74008.48,1
2264,15002264,Brown,364,France,Male,32,10,165350.59,4,1,1,98573.03,1
2265,15002265,Smith,504,Germany,Male,66,4,146972.36,3,1,1,34828.18,1
2266,15002266,Smith,435,Germany,Female,61,2,141538.72,1,0,1,101355.37,0
2267,15002267,Rodriguez,625,France,Male,21,6,80773.47,4,0,0,15332.83,0
2268,15002268,Jones,598,Germany,Female,69,3,131832.27,2,1,0,57327.31,0
2269,15002269,Martinez,798,Germany,Female,45,6,85447.13,3,0,0,121558.74,0
2270,15002270,Jones,845,France,Male,56,4,58311.87,4,0,1,37860.98,1
2271,15002271,Smith,628,Germany,Female,50,2,1167.07,1,1,0,16274.97,0
2272,15002272,Johnson,705,Germany,Female,33,8,3189.14,2,0,1,46288.44,0
2273,15002273,Brown,692,Germany,Female,20,7,172421.93,2,1,0,45564.25,0
2274,15002274,Martinez,460,Spain,Male,38,6,180514.61,1,1,1,41471.85,1
2275,15002275,Smith,412,Spain,Female,21,10,113315.43,4,0,0,86993.95,1
2276,15002276,Johnson,554,Germany,Female,64,4,182961.6,3,1,1,80682.95,1
2277,15002277,Johnson,692,Spain,Female,30,6,76046.74,2,1,0,141930.51,0
